VISA	TITRE	RÉALISATEUR	GENRE	DEVIS
119811	GENERATION ELECTRO	CHEVALIER Christophe	documentaire	593,344										
119652	GERBOISE BLEUE	OUAMAB Djamel	documentaire	679,671										
120967	HABANA MUDA	BRACH Eric	documentaire	380,901										
118455	HERISSON (LE)	ACHACHE Mona	fiction	8,998,876										
116428	HOMME DE CHEVET (L')	MONNE Alain	fiction	3,115,815										
118873	HOMMES (LES)	MICHEL Ariane	documentaire	92,174										
120179	HORDE (LA)	DAHAN Yannick / ROCHER Benjamin	fiction	2,851,821										
117705	HUMAINS	THEVENIN Pierre-Olivier / MOLON Jacques-Olivier	fiction	4,500,745										
120146	ICH BIN EINE TERRORISTIN	GAUDISSART Valerie	fiction	607,278										
119216	J'AI OUBLIÉ DE TE DIRE	VINAS-RAYMOND Laurent	fiction	2,363,469										
116050	JE NE DIS PAS NON	LOLITCH Iliana	fiction	1,533,901										
121253	JE VAIS TE MANQUER	STHERS Amanda	fiction	6,526,058										
118332	J'IRAI DORMIR A HOLLYWOOD	DE MAXIMY Antoine	documentaire	1,090,006										
119395	JOUEUSE	BOTTARO Caroline	fiction	4,261,214										
118492	JOUR OU DIEU EST PARTI EN VOYAGE (LE)	VAN LEEUW Philippe	fiction	1,900,484										
118654	KURDISH LOVER	HAHN Clarisse	documentaire	524,742										
109245	LIGNE BLANCHE (LA) 	TORRES Olivier	fiction	781,029										
113395	LIGNES DE FRONT	KLOTZ Jean-Christophe	fiction	3,147,755										
120633	MISSIONNAIRE (LE)	DELATTRE Roger	fiction	9,410,474										
116494	MOVEON.ORG	STEVENSON Scott / JORDANOV Alex	documentaire	847,187										
120791	NEUILLY SA MERE !	LAFERRIERE Gabriel	fiction	4,992,294										
118440	ORPAILLEUR	BARRAT Marc	fiction	2,830,854										
115325	PARIS NORD SUD	LLOPIS Franck	fiction	424,927										
115696	POUR UN FILS	DE MAISTRE Alix	fiction	2,427,899										
120698	POURSUITE	DEAK Marina	fiction	967,741										
117039	PREMIÈRE ÉTOILE (LA)	JEAN BAPTISTE Lucien	fiction	4,661,500										
117569	QU'UN SEUL TIENNE ET LES AUTRES SUIVRONT…	FEHNER Lea	fiction	1,950,632										
114687	SEL DE LA MER (LE)	JACIR Annemarie	fiction	1,195,490										
119398	SOMMEIL BLANC	GUYON Jean-Paul	fiction	1,631,792										
116768	TABARLY	MARCEL Pierre	documentaire	2,100,842										
117140	TEMPS DE LA KERMESSE EST TERMINÉ (LE)	CHIGNAC Frederic	fiction	3,110,061										
114572	TEMPS DES GRACES (LE)	MARCHAIS Dominique	documentaire	663,714										
114403	TEMPS D'UN REGARD (LE)	FLAMMER Ilan	fiction	1,309,399										
107894	THE PRODIGIES	CHARREYRON Antoine	animation	21,540,259										
119953	ULTIMATUM	TASMA Alain	fiction	3,109,705										
113566	UNE VIE DE CHAT	GAGNOL Alain / FELICIOLI Jean-Loup	animation	5,049,876										
120892	VIE AU RANCH (LA)	LETOURNEUR Sophie	fiction	450,738										
119453	VIE SAUVAGE DES ANIMAUX DOMESTIQUES (LA)	GARING Dominique	documentaire	3,985,633										
115569	2 DAYS IN PARIS	DELPY Julie	fiction	1,241,352										
115675	24 MESURES	LESPERT Jalil	fiction	2,518,375										
113270	48 HEURES PAR JOUR	CASTEL Catherine	fiction	6,006,828										
113420	AFFAIRE DE FAMILLE	DREXEL Claus	fiction	2,650,366										
114280	APPRENTI (L')	COLLARDEY Samuel	documentaire	824,369										
115311	AUBE DU MONDE (L')	FAHDEL Abbas	fiction	1,453,759										
113785	BLACK	LAFFARGUE Pierre	fiction	3,219,166										
116758	BY THE WAYS A JOURNEY WITH WILLIAM EGGLESTON	GERARD Vincent / LATY Cédric	documentaire	481,396										
114640	CASTIGO	VUILLARD Eric	fiction	654,390										
117137	CE SOIR JE DORS CHEZ TOI	BAROUX Olivier	fiction	7,401,424										
116958	CHAMBRE DES MORTS (LA)	LOT Alfred	fiction	6,113,429										
115677	CHINE EST ENCORE LOIN (LA)	BENSMAIL Malek	documentaire	1,006,731										
113192	CLÉMENCE	BUCHTER Franck	fiction	370,960										
115977	COMME TON PERE	CARMEL Marco	fiction	4,905,915										
117531	COMMIS D'OFFICE	CAYRE Hannelore	fiction	2,890,088										
115776	COWBOY ANGELS	MASSEE Kim	fiction	712,309										
117227	D'ARUSHA A ARUSHA	GARGOT Christophe	documentaire	537,490										
104979	DENTS DE LA NUIT (LES)	CAFIERO Stephen / LOBELLE Vincent	fiction	5,564,532										
117139	DES POUPÉES ET DES ANGES	HAMDI Nora	fiction	3,015,918										
112636	DEUX VIES PLUS UNE	CEBULA Idit	fiction	3,014,407										
117258	EDEN LOG	VESTIEL Franck	fiction	2,270,772										
116996	ENFANT DE KABOUL (L')	AKRAM Barmak	fiction	1,559,589										
118470	ENFANTS DE TIMPELBACH (LES)	BARY Nicolas	fiction	13,154,113										
116487	FEMMES DU MONT ARARAT (LES)	BRIAND Erwann	documentaire	216,236										
116853	FIEVRE DE L'OR (LA)	WEBER Olivier	documentaire	783,295										
116499	FOOL MOON	L'HOTSKY Jérôme	fiction	1,647,505										
114858	FRANÇAISE	EL BOUHATI Souad	fiction	2,268,950										
118226	GRANDES PERSONNES (LES)	NOVION Anna	fiction	1,764,427										
116098	GRANDS S'ALLONGENT PAR TERRE (LES)	SAGET Emmanuel	fiction	1,553,301										
116001	HAUTS MURS (LES)	FAURE Christian	fiction	2,700,000										
118408	HOME	MEIER Ursula	fiction	5,512,497										
117742	HOME	ARTHUS-BERTRAND Yann	documentaire	11,563,336										
117961	IL Y A LONGTEMPS QUE JE T'AIME	CLAUDEL Philippe	fiction	6,451,858										
119162	IMPORTANT C'EST DE RESTER VIVANT (L')	SAIDNATTAR Roshane	documentaire	700,356										
111560	INSEPARABLES (LES)	DORY Christine	fiction	2,131,240										
108076	INSOUMIS (LES)	ROME Claude Michel	fiction	8,448,227										
103408	JE TE MANGERAIS	LALOY Sophie	fiction	1,853,613										
117981	JE VOUDRAIS AIMER PERSONNE	DUMORA Marie	documentaire	390,066										
117336	JOUR OU J'AI EU 100 ANS (LE)	BARBE Gene	fiction	261,530										
117691	JUSQU'A TOI	DEVOLDERE Jennifer	fiction	3,996,354										
118111	KINGS OF THE WORLD	MITTEAUX Valérie / PITOUN Anna / ROZIÉ Rémi	documentaire	186,179										
116699	KOMMUNALKA	HUGUIER Françoise	documentaire	420,379										
114940	LA VIDA LOCA	POVEDA Christian	documentaire	1,198,396										
115224	LADS & JOCKEYS	MARQUET Benjamin	documentaire	457,772										
114767	MASCARADES	SALEM Lyes	fiction	1,150,200										
113940	MICROCLIMAT	HELIA Marie	fiction	480,516										
117157	MUTANTS	MORLEY David	fiction	1,908,091										
107127	NO BODY IS PERFECT	SIBILLA Raphaël	documentaire	975,652										
118231	NOS ENFANTS NOUS ACCUSERONT	JAUD Jean-Paul	documentaire	780,850										
117557	NUIT CANNOISE	VANDELET Christian	fiction	1,912,618										
114508	ORDINARY PEOPLE	PERISIC Vladimir	fiction	1,253,600										
116023	PERSONNE AUX DEUX PERSONNES (LA)	CHARLET Nicolas / LAVAINE Bruno	fiction	9,063,015										
117243	POSSIBILITÉ D'UNE ÎLE (LA)	HOUELLEBECQ Michel	fiction	6,370,000										
118775	POUR ELLE	CAVAYE Fred	fiction	7,980,776										
107324	RIDEAU DE SUCRE (LE)	GUZMAN URZUA Camila	documentaire	228,150										
103613	SAISON DES ORPHELINS (LA)	TARDÉ David	fiction	1,441,409										
115895	SANS ARME, NI HAINE, NI VIOLENCE	ROUVE Jean-Paul	fiction	10,800,217										
115180	SANS ETAT D'AME	MARANO Vincenzo	fiction	4,188,179										
117187	SEULS TWO	BEDIA Ramzy / JUDOR Eric	fiction	18,395,090										
112033	SOIS SAGE	GARCIAS Juliette	fiction	1,603,988										
116750	SUBSTITUTE	DHORASOO Vikash / POULET Fred	documentaire	174,867										
116376	SUNNY ET L'ELEPHANT	LEPAGE Frédéric	fiction	6,610,000										
119091	SYNDROME DU TITANIC (LE)	HULOT Nicolas / LIÈVRE Jean-Albert	documentaire	4,535,755										
117212	TETE D'OR	BLANCHARD Gilles	fiction	189,019										
114080	TROISIÈME PARTIE DU MONDE (LA)	FORESTIER Eric	fiction	1,384,417										
112607	TUEUR (LE)	ANGER Cédric	fiction	3,600,026										
112639	UN CŒUR SIMPLE	LAINE Marion	fiction	3,166,780										
102096	UNE CHANSON DANS LA TETE	TAMBA Hany	fiction	2,276,985										
113443	UNE NOUVELLE ERE GLACIAIRE	TILLON Darielle	fiction	852,780										
116491	VERITABLE HISTOIRE DU CHAT BOTTE (LA)	DESCHAMPS Jérôme / HÉROLD Pascal	animation	10,069,866										
117147	VERSAILLES	SCHOELLER Pierre	fiction	2,604,046										
110306	VILAINE	BENES Jean-Patrick / MAUDUIT Allan	fiction	3,605,583										
110893	VOUS ETES DE LA POLICE ?	BEUGNON Romuald	fiction	2,361,862										
114020	16 DE BASSE-POINTE (LES)	MAUDUECH Camille	documentaire	862,610										
116133	A CÔTÉ	MERCURIO Stéphane	documentaire	583,000										
115611	A L'INTÉRIEUR	BUSTILLO Alexandre / MAURY Julien	fiction	2,424,403										
114824	AMES ERRANTES (LES)	LOJKINE Boris	documentaire	176,635										
115506	BOXES	BIRKIN Jane	fiction	2,089,318										
115484	CANDIDAT (LE)	ARESTRUP Niels	fiction	2,647,129										
115533	CARAMEL	LABAKI Nadine	fiction	1,300,000										
108892	CE QUE MES YEUX ONT VU	DE BARTILLAT Laurent	fiction	1,597,242										
113930	CEUX QUI RESTENT	LE NY Anne	fiction	3,928,997										
104177	CHASSEURS DE DRAGONS	HEMMEN François / IVERNEL Guillaume	animation	10,337,295										
112167	CHRYSALIS	LECLERCQ Julien	fiction	8,761,943										
106674	CONTRE-ENQUÊTE	MANCUSO Franck	fiction	7,599,260										
112545	DANS LES CORDES	RICHARD-SERRANO Magaly	fiction	2,544,021										
115741	DÉTROMPEZ VOUS	DEGA Bruno	fiction	7,820,374										
116198	DONNE-MOI LA MAIN	VINCENT Pascal-Alex	fiction	890,000										
115006	ET TOI T'ES SUR QUI ?	DOILLON Lola	fiction	1,262,182										
114426	FRONTIÈRE(S)	GENS Xavier	fiction	1,927,429										
109661	HÉROS	MERLE Bruno	fiction	2,654,082										
111728	HOMME QUI MARCHE (L')	GEORGES Aurélia	fiction	1,156,639										
112142	JE DÉTESTE LES ENFANTS DES AUTRES	FASSIO Anne	fiction	2,947,239										
109418	LIENS (LES)	MESA-JUAN Aymeric	fiction	209,934										
114194	LISA ET LE PILOTE D'AVION	BARASSAT Philippe	fiction	1,079,981										
114318	MA PLACE AU SOLEIL	DE MONTALIER Eric	fiction	4,267,892										
115618	MA VIE N'EST PAS UNE COMEDIE ROMANTIQUE	GIBAJA Marc	fiction	3,997,369										
114659	MANGE, CECI EST MON CORPS	QUAY Michelange	fiction	1,422,950										
106562	MAUVAISE FOI	ZEM Roschdy	fiction	4,670,179										
113864	MON COLONEL	HERBIET Laurent	fiction	5,015,202										
114934	NAISSANCE DES PIEUVRES	SCIAMMA Céline	fiction	1,998,000										
114908	NO POPCORN ON THE FLOOR	MOCAER Gaël	documentaire	504,000										
116190	NORD-PARADIS	LAMOTTE Christophe	documentaire	507,193										
112877	NOS RETROUVAILLES	OELHOFFEN David	fiction	1,672,038										
116053	NUAGE	BETBEDER Sébastien	fiction	1,317,481										
114682	ODETTE TOULEMONDE	SCHMITT Eric-Emmanuel	fiction	9,087,868										
112431	ON NE DEVRAIT PAS EXISTER	GUSTAVE Hervé P.	fiction	246,201										
113076	OÙ AVAIS-JE LA TÊTE ?	DONNINI Nathalie	fiction	1,476,227										
114646	PARDONNEZ-MOI	LE BESCO Maïwenn	fiction	899,239										
114852	PAYS A L'ENVERS (LE)	DAMPIERRE Sylvaine	documentaire	404,232										
111002	PETIT PEINTRE DU RAJASTHAN (LE)	BHAN Rajkumar	fiction	350,716										
114201	PEUR(S) DU NOIR	BERBERIAN Charles / CABAUD Marie-Pierre / DI SCIULLO Pierre / DUPUY Philippe / HINCKER Christian / MacGUIRE Richard / MATTOTI Lorenzo	animation	3,837,750										
113623	POLTERGAY	LAVAINE Eric	fiction	7,186,664										
115601	REGARDE MOI	ESTROUGO Audrey	fiction	2,164,150										
113314	REQUIEM POUR BILLY THE KID	FEINSILBER Anne	documentaire	726,487										
115665	SANS MOI	PANCHOT Olivier	fiction	3,041,112										
107175	SÉQUENCES MONGOLES	SIMON Xavier	documentaire	1,249,175										
115756	TEL PERE TELLE FILLE	DE PLAS Olivier	fiction	5,000,000										
112821	TÊTE DE MAMAN (LA)	TARDIEU Carine	fiction	6,771,394										
115183	TOUS À L'OUEST	JEAN MARIE Olivier	animation	11,742,010										
112985	TOUT EST PARDONNÉ	HANSEN-LOVE Mia	fiction	1,638,319										
110652	UN BEAU MATIN	LOWE Charlotte / LOWE David	fiction	133,243										
116008	UN ROMAN POLICIER	DUVIVIER Stéphanie	fiction	1,562,045										
115980	UNE ÉPOPÉE	MAGAL François	fiction	1,130,610										
112808	VENT MAUVAIS	ALLAGNON Stéphane	fiction	3,998,887										
114042	VIE D'ARTISTE (LA)	FITOUSSI Marc	fiction	3,393,007										
114595	VIE EST UNE GOUTTE SUSPENDUE (LA)	KEY Hormuz	documentaire	283,706										
107336	YEUX BANDÉS (LES)	LILTI Thomas	fiction	2,168,223										
115375	YVETTE, BON DIEU !	CHATENAY Sylvestre	documentaire	389,141										
111740	13 TZAMETI	BABLUANI Gela	fiction	1,420,064										
111958	ANIMAUX AMOUREUX (LES)	CHARBONNIER Laurent	documentaire	7,500,000										
109196	ANNÉE SUIVANTE (L')	CZAJKA Isabelle	fiction	1,755,478										
107273	AVRIL	HUSTACHE-MATHIEU Gerald	fiction	1,600,000										
111015	BANDIDAS	ROENNING Joachim / SANDBERG Espen	fiction	27,673,594										
112513	BARAKAT !	SAHRAOUI Djamila	fiction	1,785,137										
109946	BIENVENUE A BATAVILLE	CAILLAT François	documentaire	540,000										
113614	BRENDAN ET LE SECRET DE KELLS	MOORE Tomm	animation	5,335,000										
112713	CABARET PARADIS	BENIZIO Corinne / BENIZIO Gilles	fiction	8,993,092										
113057	CALIFORNIE (LA)	FIESCHI Jacques	fiction	3,984,460										
111688	CAROTTE ET LE BATON (LA)	ARNOUX Stephane	documentaire	165,139										
081397	C'EST BEAU UNE VILLE LA NUIT	BOHRINGER Richard	fiction	2,400,000										
112934	CITADELLE ASSIEGEE (LA)	CALDERON Philippe	documentaire	1,800,000										
108069	COMME T'Y ES BELLE !	ALESSANDRIN Lisa	fiction	6,206,000										
100544	CONCORDIA	DELL'ISOLA Patrick	fiction	168,557										
112060	CONSULTATION (LA)	DE CRECY Helene	documentaire	513,444										
108298	CROISIERE	CAGNARD Natacha	fiction	1,091,802										
112307	DIKKENEK	VAN HOOFSTADT Olivier	fiction	3,794,881										
110538	DOO WOP	LANZMANN David	fiction	295,668										
109743	ECORCHES	CARRON Cheyenne	fiction	1,699,720										
111935	ECOUTE LE TEMPS	ALFANDARI Alante	fiction	2,094,398										
109663	ENFANTS DU PAYS (LES)	JAVAUX Pierre	fiction	5,167,119										
113136	ESSAYE-MOI	MARTIN LAVAL Pierre-François	fiction	3,757,645										
112408	FAIR PLAY	BAILLIU Lionel	fiction	5,328,029										
105658	FARO LA REINE DES EAUX	TRAORE Salif	fiction	1,140,629										
112714	FRAGMENTS D'ANTONIN (LES)	LE BORNIN Gabriel	fiction	2,381,213										
113388	FRANKIE	BERTHAUD Fabienne	fiction	355,480										
113862	FRANKLIN ET LE TRESOR DU LAC	MONFERY Dominique	animation	4,533,695										
112614	ILS	MOREAU David / PALUD Xavier	fiction	1,841,534										
112797	INCONTRÔLABLE	SHART Raffy	fiction	12,904,996										
109143	INSURRECTION/RESURRECTION	MEREJKOWSKY Pierre	fiction	105,735										
108376	IRREDUCTIBLES (LES)	BERTRAND Renaud	fiction	3,663,560										
111757	JE VOUS TROUVE TRES BEAU	MERGAULT Isabelle	fiction	6,659,813										
111106	J'INVENTE RIEN	LECLERC Michel	fiction	1,400,000										
110687	J'IRAI CRACHER SUR VOS TONGS	TOESCA Michel	fiction	206,656										
114149	JOUR APRÈS JOUR	FARGIER Jean-Paul	documentaire	345,283										
106975	JUNGLE (LA)	DELAPORTE Matthieu	fiction	1,462,468										
113500	LIP L'IMAGINATION AU POUVOIR (LES)	ROUAUD Christian	documentaire	502,565										
113448	MAISON DU BONHEUR (LA)	BOON Dany	fiction	9,387,823										
110977	MARCHE DE L'EMPEREUR (LA)	JACQUET Luc	documentaire	2,304,485										
114116	MES COPINES	AYME Sylvie	fiction	3,848,717										
114145	MOI VAN GOGH	BERTRAND Francois / KNAPP Peter	documentaire	1,000,380										
109310	MON FILS A MOI	FOUGERON Martial	fiction	3,223,416										
111695	MUETTER	LIENHARD Dominique	fiction	850,931										
111601	MURS PORTEURS (LES)	GELBLAT Cyril	fiction	2,901,753										
101758	NOBLE ART	DEUX Pascal	documentaire	415,259										
111930	NOCTURNES	COLOMER Henry	fiction	1,172,727										
112552	NOS AMIS LES TERRIENS	WERBER Bernard	fiction	2,469,466										
112978	OLIVA OLIVA	HOFFMANN Peter	documentaire	199,461										
109379	ON DIRAIT QUE…	MARIE Françoise	documentaire	822,117										
112300	PASSAGER DE L'ETE (LE) 	MONCORGE-GABIN Florence	fiction	6,535,585										
112904	PERSÉPOLIS	PARONNAUD Vincent / SATRAPI Marjane	animation	6,061,115										
109069	PETITES VACANCES (LES)	PEYON Olivier	fiction	1,491,996										
111842	PLANÈTE BLANCHE (LA)	RAGOBERT Thierry	documentaire	3,626,761										
113523	PRESSENTIMENT (LE)	DARROUSSIN Jean-Pierre	fiction	2,800,516										
111373	QUELQUES JOURS EN SEPTEMBRE	AMIGORENA Santiago	fiction	5,274,457										
112570	REVES DE POUSSIERE	SALGUES Laurent	fiction	1,193,484										
096776	ROYAUME DES RAPIATS (LE)	VIGNAUD Michel	fiction	373,006										
113458	RUE SANTA FÉ	CASTILLO Carmen	documentaire	637,153										
112898	SECTEUR 545	CRETON Pierre	documentaire	117,840										
107387	SEMPRE VIVU ! QUI A DIT QUE NOUS ÉTIONS MORTS ?	RENUCCI Robin	fiction	2,999,932										
114186	SEPT ANS	HATTU Jean-Pascal	fiction	771,459										
110689	SHEITAN (LE)	CHAPIRON Kim	fiction	3,941,197										
109916	TABOUS	FARAHANI Mitra	documentaire	238,766										
106183	THE PASSENGER	ROTGER François	fiction	1,043,668										
107906	UN TICKET POUR L'ESPACE	LARTIGAU Eric	fiction	10,921,492										
107088	VIVE LA VIE	FAJNBERG Yves	fiction	4,800,561										
112627	ZIDANE, UN PORTRAIT DU XXIÈME SIÈCLE	PARRENO Philippe	documentaire	2,587,057										
093072	ZONE LIBRE	MALAVOY Christophe	fiction	4,863,939										
101554	ALEX	ALCALA Jose	fiction	1,444,078										
111450	AMERICAN VERTIGO	NETCHAK Michko	documentaire	1,198,010										
087277	ANIMAL	BOSCH Roselyne	fiction	11,676,206										
110360	ANTHONY ZIMMER	SALLE Jerome	fiction	11,157,410										
110991	AU SUIVANT!	BIRAS Jeanne	fiction	4,896,985										
110579	AVENIR EST AILLEURS (L')	LEONARD-MAESTRATI Antoine	documentaire	365,169										
110308	BANLIEUE 13	MOREL Pierre	fiction	13,019,763										
105949	BARRAGE	JACOULOT Raphael	fiction	1,338,796										
109659	CONDOR : LES AXES DU MAL	VAZQUEZ Rodrigo	documentaire	86,466										
111282	DADDY, DADDY USA	HODGSON Pierre	documentaire	825,005										
104288	DANS TES REVES	THYBAUD Denis	fiction	5,334,233										
106171	DE PARTICULIER À PARTICULIER	CAUVIN Brice	fiction	1,417,851										
102188	DEMON DE MIDI (LE)	OSTERRIETH Marie-Pascale	fiction	7,318,754										
111096	DOUCHES FROIDES	CORDIER Antony	fiction	1,919,305										
109168	EDY	GUERIN-TILLIE Stephane	fiction	3,799,403										
107519	EMMENEZ-MOI	BENSIMON Edmond	fiction	2,103,993										
111366	EQUILIBRE DE LA TERREUR (L')	LEFRANC Jean-Martial	fiction	1,018,397										
110015	ESPACE DETENTE	LE BOLLOC'H Yvan / SOLO Bruno	fiction	10,717,009										
110899	FOON	PIETRE Benoit	fiction	1,468,299										
106231	INVISIBLES (LES)	JOUSSE Thierry	fiction	1,913,022										
111383	ITINÉRAIRES	OTZENBERGER Christophe	fiction	1,914,542										
107388	JE PREFERE QU'ON RESTE AMIS	NAKACHE Olivier / TOLEDANO Eric	fiction	5,327,973										
106199	JOURNAL IV	GERAULT Mathieu	fiction	1,155,194										
106826	JOURS OU JE N'EXISTE PAS (LES)	FITOUSSI Jean-Charles	fiction	329,649										
108393	LILI ET LE BAOBAB	RICHARD Chantal	fiction	1,105,771										
111275	MA VIE EN L'AIR	BEZANCON Remi	fiction	5,050,133										
106697	MAROCK	MARRAKCHI Laila	fiction	2,489,355										
107286	MAUVAIS JOUEURS (LES)	BALEKDJIAN Frederic	fiction	2,748,387										
108682	MON ANGE	FRYDMAN Serge	fiction	5,333,801										
105376	ORLANDO VARGAS	PITTALUGA Juan	fiction	1,213,287										
108849	OUBLIER CHEYENNE	MINETTO Valerie	fiction	1,254,509										
105436	PART ANIMALE (LA)	JAUDEAU Sebastien	fiction	1,220,146										
109529	PASSAGER (LE)	CARAVACA Eric	fiction	1,266,503										
110236	PETITE JERUSALEM (LA)	ALBOU Karin	fiction	1,279,521										
109437	PLUS BEAU JOUR DE MA VIE (LE)	LIPINSKI Julie	fiction	5,213,353										
109755	QUAND LES ANGES S'EN MELENT	AMSALEM Crystel	fiction	780,840										
110041	QUATRIÈME MORCEAU DE LA FEMME COUPÉE EN TROIS (LE)	MARSAC Laure	fiction	1,705,142										
107522	REAL'MOVIE	ROBELIN Stephane	fiction	347,810										
099971	REGARDE-MOI (EN FACE)	NICOLETTI Marco	fiction	214,762										
099602	RENAISSANCE	VOLCKMAN Christian	animation	14,034,938										
105950	SAUF LE RESPECT QUE JE VOUS DOIS	GODET Fabienne	fiction	1,986,197										
109693	SIDNEY POITIER : UN RÊVE AMÉRICAIN	CATHERINE Arnaud	documentaire	700,356										
109134	SŒURS FACHEES (LES)	LECLERE Alexandra	fiction	5,324,430										
108917	SOUFFLEUR (LE)	PIXIE Guillaume	fiction	4,360,333										
101406	TERRE VUE DU CIEL (LA)	DELOURME Renaud	documentaire	2,782,518										
104824	TOUT POUR PLAIRE	TELERMAN Cécile	fiction	5,312,910										
109261	U	ELISSALDE Serge	animation	5,251,993										
108264	UN AN	BOULANGER Laurent	fiction	1,017,311										
110623	UN VRAI BONHEUR, LE FILM	CARON Didier	fiction	3,921,196										
109592	VICTOIRE	MURAT Stephanie	fiction	1,261,647										
110953	VIE DE MICHEL MULLER EST PLUS BELLE QUE LA VOTRE (LA)	MULLER Michel	fiction	1,147,437										
103776	VIE PRIVÉE (LA)	BEN ATTIA Medhi / MODIANO Zina	fiction	1,200,986										
088240	VIOLENT DAYS	CHAUFOUR Lucile	fiction	668,324										
110796	VIRGIL	EL MECHRI Mabrouk	fiction	4,539,069										
103539	A CE SOIR	DUTHILLEUL Laure	fiction	2,994,201										
106683	ALIVE	BERTHE Frederic	fiction	5,334,583										
101587	ALL NIGHT BODEGA	OLIVIER Felix	fiction	748,734										
108973	APRES-MIDI DE MONSIEUR ANDESMAS (L')	PORTE Michelle	fiction	1,525,213										
106145	ATOMIK CIRCUS	POIRAUD Didier / POIRAUD Thierry	fiction	16,002,267										
109264	AU SECOURS, J'AI 30 ANS	CHAZEL Marie-Anne	fiction	5,325,196										
098850	AVANT L'OUBLI	BURGER Augustin	fiction	3,048,980										
100701	BAIGNEUSES (LES)	CANDAS Viviane	fiction	491,013										
108609	BELZEC	MOSCOVITZ Guillaume	documentaire	899,952										
108518	BENARES	PYAMOOTOO Barlen	fiction	937,000										
106164	BIENVENUE EN SUISSE	FAZER Lea	fiction	5,334,500										
099191	BRODEUSES	FAUCHER Eleonore	fiction	1,632,286										
108515	CADEAU D'ELENA (LE)	GRAZIANI Frederic	fiction	2,300,552										
103968	CARLITOS 13 MEDELLIN	SAUVAIRE Jean-Stephane	documentaire	59,429										
107599	CASABLANCA DRIVER	BARTHELEMY Maurice	fiction	4,738,561										
107927	CAUCHEMAR DE DARWIN (LE)	SAUPER Hubert	documentaire	795,447										
108037	CHORISTES (LES)	BARRATIER Christophe	fiction	5,330,000										
108602	CLARA ET MOI	VIARD Arnaud	fiction	1,144,127										
106172	CLEFS DE LA BAGNOLE (LES)	BAFFIE Laurent	fiction	3,789,539										
100715	COMME SI DE RIEN N'ÉTAIT	MORNAS Pierre-Olivier	fiction	1,347,747										
109227	COU DE LA GIRAFE (LE)	NEBBOU Safy	fiction	4,698,500										
100082	DANS LES CHAMPS DE BATAILLE	ARBID Danielle	fiction	1,851,851										
104641	DE GUERRE LASSES	BECUE-RENARD Laurent	documentaire	191,335										
107066	DEADLINES	BOEKEN Ludi / LERNER Michael	fiction	5,073,235										
103411	DECRYPTAGE	TARNERO Jacques	documentaire	722,844										
105748	DERNIER TRAPPEUR (LE)	VANIER Nicolas	documentaire	4,874,273										
108453	DES ENFANTS QUI S'AIMENT	VOLTA Gilles	fiction	1,112,109										
103059	ECLAIREUR (L')	GLISSANT Djibril	fiction	1,200,854										
103156	ENNEMI NATUREL (L')	GUILLAUME Pierre Erwan	fiction	2,490,480										
106628	ET SI JE PARLE ?	GABRIEL Sebastien	fiction	1,068,529										
096860	FAIS-MOI REVER	KATU Jacky	fiction	767,839										
104598	FRERES	DE CHOUDENS Xavier	fiction	994,424										
102131	GARDIEN DE BUFFLES	NGUYEN-VO Nghiem-Minh	fiction	955,674										
105296	GRAND VOYAGE (LE)	FERROUKHI Ismaël	fiction	2,600,000										
104814	ILLUMINATION	BRETON Pascale	fiction	1,664,815										
108060	INCRUSTE (L') - FALLAIT PAS LE LAISSER ENTRER!	CASTAGNETTI Alexandre / JULIUS Corentin	fiction	7,784,157										
106385	INNOCENCE	HADZIHALILOVIC Lucile	fiction	3,958,047										
108693	J'ME SENS PAS BELLE	JEANJEAN Bernard	fiction	1,301,956										
107393	LILA DIT CA	DOUEIRI Ziad	fiction	3,047,703										
101880	MADAME EDOUARD	MONFILS Nadine	fiction	5,025,707										
107313	MALABAR PRINCESS	LEGRAND Gilles	fiction	5,319,634										
102878	MASSAI LES GUERRIERS DE LA PLUIE	PLISSON Pascal	fiction	4,500,654										
107731	MATRUBHOOMI UN MONDE SANS FEMMES	JHA Manish	fiction	450,000										
108295	MENSONGES ET TRAHISONS ET PLUS SI AFFINITES…	TIRARD Laurent	fiction	5,273,047										
104986	MICHEL STROGOFF	HUCHEZ Alexandre / HUCHEZ Bruno-René	animation	3,500,892										
108269	MUR	BITTON Simone	documentaire	500,035										
101681	NARCO	AUROUET Tristan / LELLOUCHE Gilles	fiction	7,777,368										
096515	NEG MARON	FLAMAND Jean-Claude	fiction	2,029,639										
105666	NOCE D'ÉTÉ	LADJIMI Moktar	fiction	1,654,098										
097548	NUIT DE LA VERITE (LA)	NACRO Fanta Régina	fiction	1,212,903										
107594	ODESSA… ODESSA !	BOGANIM Michale	documentaire	465,494										
107063	PICCOLO, SAXO ET COMPAGNIE	GUTIERREZ Eric	animation	7,201,500										
107197	PODIUM	MOIX Yann	fiction	10,969,947										
105384	POLISSONS ET GALIPETTES	REILHAC Michel	fiction	78,513										
107870	PREMIERE FOIS QUE J'AI EU 20 ANS (LA)	LEVY Lorraine	fiction	3,776,700										
101832	QUAND LA MER MONTE	MOREAU Yolande / PORTE Gilles	fiction	1,525,000										
103113	REVENANTS (LES)	CAMPILLO Robin	fiction	3,422,235										
099478	ROLE DE SA VIE (LE)	FAVRAT François	fiction	3,791,082										
